userid,payment_amount,payment_date
f73931a6-f397-422d-881b-ff6102beb2db,2,2019-01-14 07:16:48
6c31f465-8df8-4630-8988-1dac1a950bed,21,2019-01-15 05:35:31
dc1d4e1e-1e18-4dd2-a5c2-56f2c91f7820,42,2019-01-15 20:06:42
7dfbd71b-a880-41b5-8549-8deb07374988,64,2019-01-16 11:53:08
fd2b16cf-a3fc-452d-89ac-ac3587864378,42,2019-01-17 07:41:37
7dfde3d5-cbcc-4ee9-a20f-21aeb4040bd1,77,2019-01-18 07:25:29
9effa928-16c5-4438-ac9f-7ad852f5efa0,24,2019-01-19 03:48:49
482520fb-8e69-48f4-8961-3b79e0bd9a44,89,2019-01-20 06:30:58
fbe7b364-b056-4a93-ab4a-1470077e9a4e,28,2019-01-20 09:13:33
cb927c97-9025-40bb-a563-f20b644946c3,43,2019-01-20 13:22:29
ce6cbed7-58a7-4b93-96f5-b53b7550b2a5,60,2019-01-21 01:56:59
dc1d4e1e-1e18-4dd2-a5c2-56f2c91f7820,66,2019-01-24 02:11:39
a90ca77c-e839-460d-8047-b5bf1e70f471,74,2019-01-24 04:20:48
9effa928-16c5-4438-ac9f-7ad852f5efa0,13,2019-01-27 09:22:55
9976c7d6-4d58-4558-8d78-0c9328b73ae1,82,2019-01-27 14:45:10
5f775fa4-0d79-4300-8553-e3c17d7d0a0f,23,2019-01-27 22:00:08
a2d4f53c-f353-4bc0-9640-e3d8203af78e,74,2019-01-27 23:09:38
e4952277-d864-40ea-bade-0b150a519012,76,2019-01-28 05:45:36
523cde68-3d52-44ae-8e8d-cfd83ad877ca,66,2019-01-28 12:12:03
bc1664e4-83d2-4a93-8bc7-5a353df97d14,50,2019-01-28 19:58:29
184e96cf-84ce-40df-93c7-b3a89572e175,13,2019-01-28 20:36:17
4c2047c8-c231-4699-95a4-dae918e96087,62,2019-01-30 05:14:05
b76b02ce-f21f-4d42-8ebc-4223dc0980da,76,2019-02-01 03:20:50
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,100,2019-02-01 07:23:23
a2d4f53c-f353-4bc0-9640-e3d8203af78e,48,2019-02-01 13:25:23
9effa928-16c5-4438-ac9f-7ad852f5efa0,31,2019-02-02 04:22:20
6c31f465-8df8-4630-8988-1dac1a950bed,24,2019-02-02 12:06:03
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,8,2019-02-02 13:36:15
fdd1ed13-4e10-4bae-8344-63501c51222f,43,2019-02-02 17:33:18
0ebca960-337a-4ebd-be49-b7b427825840,81,2019-02-04 01:01:54
a665db39-536c-4c1d-b53b-3b0cb8f678bb,54,2019-02-04 10:12:21
b3a39b62-bbd1-46e0-8222-71bd9465fab5,45,2019-02-06 02:43:44
5f775fa4-0d79-4300-8553-e3c17d7d0a0f,88,2019-02-08 07:51:09
be9ec273-c9ac-4919-b1a8-c23899fa3c98,63,2019-02-08 18:33:41
aade9471-0b14-4331-a08c-00208b486af0,43,2019-02-09 02:25:24
7dfbd71b-a880-41b5-8549-8deb07374988,8,2019-02-10 17:11:12
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,90,2019-02-11 20:24:11
e7f570bf-a190-47fe-9466-7711669513d1,50,2019-02-13 02:30:03
a90ca77c-e839-460d-8047-b5bf1e70f471,45,2019-02-14 06:24:25
3b82d826-fa26-42bb-83c2-01b1a16c4e51,25,2019-02-14 17:17:57
482520fb-8e69-48f4-8961-3b79e0bd9a44,1,2019-02-15 01:33:40
fbe7b364-b056-4a93-ab4a-1470077e9a4e,19,2019-02-16 07:34:59
23631745-9811-4e90-8cae-f429c831ee7d,7,2019-02-16 14:30:15
7dfbd71b-a880-41b5-8549-8deb07374988,76,2019-02-16 21:40:24
80108da1-eb03-467a-a297-b44f5724f9cb,1,2019-02-17 02:20:14
482520fb-8e69-48f4-8961-3b79e0bd9a44,4,2019-02-17 05:33:30
9d61c089-dc5d-4f57-b993-0733195007d4,60,2019-02-17 05:52:55
7696fa6d-9f61-44e5-b38b-726461631683,15,2019-02-17 13:59:01
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,4,2019-02-18 04:20:34
ad49f441-1695-4a70-bb60-8c7cce0b4008,29,2019-02-19 16:43:37
c2f9a906-0756-4e6e-b21c-7fe80931e42d,93,2019-02-19 20:41:13
b21456e9-eb12-485e-bef1-bcae563e11b4,76,2019-02-19 22:55:25
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,68,2019-02-20 02:33:05
0d924c07-26cd-4a08-880f-5c0f973db4a0,85,2019-02-21 03:17:52
fdd1ed13-4e10-4bae-8344-63501c51222f,3,2019-02-22 13:49:00
9976c7d6-4d58-4558-8d78-0c9328b73ae1,74,2019-02-23 21:40:59
4399a464-bd77-49b1-a7e3-f5d26103cc13,89,2019-02-24 05:29:42
0ebca960-337a-4ebd-be49-b7b427825840,36,2019-02-25 17:09:09
9effa928-16c5-4438-ac9f-7ad852f5efa0,99,2019-02-26 15:39:04
fbe7b364-b056-4a93-ab4a-1470077e9a4e,93,2019-02-27 03:11:37
b76b02ce-f21f-4d42-8ebc-4223dc0980da,95,2019-02-28 03:24:47
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,2,2019-02-28 08:05:16
9a21fc18-adc4-4822-a104-3b791c7054cd,9,2019-02-28 11:22:43
a7221354-1cf2-474b-b0ec-c5d62aff2429,73,2019-03-01 06:14:18
99f4e765-ac64-49d5-9653-0cb5b02e574d,61,2019-03-01 15:24:05
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,19,2019-03-02 17:22:51
a7568139-0dbb-4627-84d0-9991061374ed,91,2019-03-03 09:14:02
a90ca77c-e839-460d-8047-b5bf1e70f471,38,2019-03-05 02:44:26
b76b02ce-f21f-4d42-8ebc-4223dc0980da,12,2019-03-06 14:27:22
4cb59c86-51a6-46a7-97ed-0274d448f9da,85,2019-03-07 01:13:39
4cb59c86-51a6-46a7-97ed-0274d448f9da,43,2019-03-07 18:35:09
a7221354-1cf2-474b-b0ec-c5d62aff2429,91,2019-03-10 11:09:50
f7dab0ef-4c57-4221-b602-dcb71087dee8,2,2019-03-10 15:21:27
b76b02ce-f21f-4d42-8ebc-4223dc0980da,99,2019-03-11 17:23:59
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,89,2019-03-12 16:07:15
6c31f465-8df8-4630-8988-1dac1a950bed,42,2019-03-14 11:23:47
b90a6273-37a4-4082-b0e7-916a7502f225,70,2019-03-14 13:23:53
a90ca77c-e839-460d-8047-b5bf1e70f471,41,2019-03-14 22:23:21
3b82d826-fa26-42bb-83c2-01b1a16c4e51,77,2019-03-15 09:32:24
6c31f465-8df8-4630-8988-1dac1a950bed,69,2019-03-16 19:31:36
b30b9e6a-95a5-44f6-bd9b-b89c252c6e3b,26,2019-03-17 04:30:27
30c77848-b0ca-4f48-a78c-b8923b8cf895,79,2019-03-17 12:30:20
53d3af82-a9cc-4b30-89b4-2755f9beaaed,29,2019-03-18 09:33:19
806057da-27ca-4726-85f4-528b828c6f8a,30,2019-03-18 11:11:19
c228799f-a20c-41c0-99f7-cbece2d77d88,29,2019-03-18 14:18:25
e3951e68-19c2-4996-85cf-830d11f5bdfa,25,2019-03-18 22:24:56
43b5898e-2898-4586-8366-7aeb34e951fa,64,2019-03-19 15:06:22
fd2b16cf-a3fc-452d-89ac-ac3587864378,44,2019-03-20 11:07:59
9f76499a-2e82-41c6-bbef-8f7c09c9d287,39,2019-03-21 12:51:50
7dfbd71b-a880-41b5-8549-8deb07374988,75,2019-03-21 18:41:53
5b81f2c0-1925-4e6d-924d-f5323aafb9de,46,2019-03-23 21:52:05
666e4f2f-ac77-416f-8932-b219ab61eeea,37,2019-03-24 23:00:36
ad49f441-1695-4a70-bb60-8c7cce0b4008,79,2019-03-25 03:06:16
7696fa6d-9f61-44e5-b38b-726461631683,2,2019-03-25 12:11:00
ad49f441-1695-4a70-bb60-8c7cce0b4008,54,2019-03-27 07:05:07
61b65069-1af1-40fb-8405-669349affd66,70,2019-03-27 09:14:40
6c31f465-8df8-4630-8988-1dac1a950bed,66,2019-03-27 23:09:47
b90a6273-37a4-4082-b0e7-916a7502f225,75,2019-03-28 06:48:47
7696fa6d-9f61-44e5-b38b-726461631683,49,2019-03-28 17:39:50
43b5898e-2898-4586-8366-7aeb34e951fa,34,2019-03-29 06:21:51
80108da1-eb03-467a-a297-b44f5724f9cb,31,2019-03-29 20:04:18
9a21fc18-adc4-4822-a104-3b791c7054cd,83,2019-03-31 20:07:57
e3951e68-19c2-4996-85cf-830d11f5bdfa,88,2019-04-01 05:55:39
7ba498a7-192f-45b1-9583-6249a8beb5ea,3,2019-04-01 12:45:02
a665db39-536c-4c1d-b53b-3b0cb8f678bb,1,2019-04-01 22:35:53
482520fb-8e69-48f4-8961-3b79e0bd9a44,21,2019-04-02 08:33:36
e5a558eb-43dd-4aa8-90d4-281d1e9a3c97,48,2019-04-02 21:37:17
7dfbd71b-a880-41b5-8549-8deb07374988,96,2019-04-04 09:59:58
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,31,2019-04-05 01:13:14
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,77,2019-04-05 20:03:15
9976c7d6-4d58-4558-8d78-0c9328b73ae1,42,2019-04-05 23:03:54
523cde68-3d52-44ae-8e8d-cfd83ad877ca,14,2019-04-06 00:48:32
7f920fab-f166-4f50-9667-9bfce267c735,87,2019-04-07 23:31:20
523cde68-3d52-44ae-8e8d-cfd83ad877ca,55,2019-04-08 02:28:01
3b7e01f7-6778-4bc0-b31d-7ec866ea8c95,92,2019-04-09 07:31:50
4362791f-dea2-41d8-ac56-c80f811a8487,8,2019-04-09 11:04:34
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,49,2019-04-11 12:22:13
5b81f2c0-1925-4e6d-924d-f5323aafb9de,23,2019-04-11 21:59:16
806057da-27ca-4726-85f4-528b828c6f8a,90,2019-04-12 02:11:25
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,48,2019-04-12 03:59:54
b3a39b62-bbd1-46e0-8222-71bd9465fab5,7,2019-04-12 06:36:29
fe2c931c-4973-4c30-aec6-300aab577f02,97,2019-04-14 11:04:52
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,49,2019-04-15 10:37:16
7dfbd71b-a880-41b5-8549-8deb07374988,63,2019-04-15 14:01:59
b21456e9-eb12-485e-bef1-bcae563e11b4,78,2019-04-15 14:30:16
a7568139-0dbb-4627-84d0-9991061374ed,82,2019-04-16 08:00:53
184e96cf-84ce-40df-93c7-b3a89572e175,89,2019-04-17 01:42:29
dc1d4e1e-1e18-4dd2-a5c2-56f2c91f7820,14,2019-04-17 04:47:09
e7f570bf-a190-47fe-9466-7711669513d1,22,2019-04-17 08:03:00
fbe7b364-b056-4a93-ab4a-1470077e9a4e,4,2019-04-18 07:55:04
61b65069-1af1-40fb-8405-669349affd66,2,2019-04-19 08:55:31
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,8,2019-04-21 03:59:27
5f775fa4-0d79-4300-8553-e3c17d7d0a0f,4,2019-04-21 14:08:18
9effa928-16c5-4438-ac9f-7ad852f5efa0,50,2019-04-21 18:50:23
4362791f-dea2-41d8-ac56-c80f811a8487,55,2019-04-22 12:12:26
c11a9aee-95eb-4863-8146-c4c3956d8a02,45,2019-04-22 14:12:46
7dfbd71b-a880-41b5-8549-8deb07374988,59,2019-04-22 20:44:22
a2d4f53c-f353-4bc0-9640-e3d8203af78e,16,2019-04-23 20:56:31
3b82d826-fa26-42bb-83c2-01b1a16c4e51,99,2019-04-24 09:04:52
7dfbd71b-a880-41b5-8549-8deb07374988,44,2019-04-24 21:37:30
23631745-9811-4e90-8cae-f429c831ee7d,99,2019-04-27 14:40:48
b3a39b62-bbd1-46e0-8222-71bd9465fab5,94,2019-04-27 22:02:57
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,13,2019-04-27 23:03:07
23631745-9811-4e90-8cae-f429c831ee7d,79,2019-04-28 20:08:32
dc1d4e1e-1e18-4dd2-a5c2-56f2c91f7820,5,2019-04-29 05:21:32
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,61,2019-04-29 21:04:20
b76b02ce-f21f-4d42-8ebc-4223dc0980da,40,2019-04-30 15:00:16
db3be399-62e2-411d-9724-38550a02d53d,68,2019-05-01 06:26:54
4399a464-bd77-49b1-a7e3-f5d26103cc13,66,2019-05-01 09:01:29
80108da1-eb03-467a-a297-b44f5724f9cb,18,2019-05-02 09:10:47
a2d4f53c-f353-4bc0-9640-e3d8203af78e,38,2019-05-02 22:13:39
b774db42-b90a-41f9-baed-a0873e63af98,5,2019-05-03 00:19:49
fdd1ed13-4e10-4bae-8344-63501c51222f,41,2019-05-04 01:52:48
7696fa6d-9f61-44e5-b38b-726461631683,52,2019-05-04 03:47:35
08e54d2c-9b91-4ee7-8eab-0300cd49e0c9,36,2019-05-04 05:19:34
ba28c03c-966a-4334-8cae-c426e9d83209,95,2019-05-04 05:31:54
806057da-27ca-4726-85f4-528b828c6f8a,74,2019-05-04 11:12:41
a2d4f53c-f353-4bc0-9640-e3d8203af78e,18,2019-05-07 10:57:50
b21456e9-eb12-485e-bef1-bcae563e11b4,19,2019-05-07 11:39:21
7dfbd71b-a880-41b5-8549-8deb07374988,58,2019-05-07 17:52:20
e4952277-d864-40ea-bade-0b150a519012,76,2019-05-07 19:17:06
c228799f-a20c-41c0-99f7-cbece2d77d88,82,2019-05-08 17:04:06
cfe1b2b8-cf3a-4e7b-b211-6dccc4ba08ee,44,2019-05-10 07:49:07
385fc5c2-299a-4f44-b79b-df22fc623278,58,2019-05-12 18:39:17
a7221354-1cf2-474b-b0ec-c5d62aff2429,38,2019-05-14 06:12:40
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,36,2019-05-14 14:34:23
7696fa6d-9f61-44e5-b38b-726461631683,90,2019-05-14 15:00:41
afc114e2-099f-40f4-a376-2909774a9a7f,15,2019-05-14 15:44:38
184e96cf-84ce-40df-93c7-b3a89572e175,72,2019-05-15 08:49:12
b76b02ce-f21f-4d42-8ebc-4223dc0980da,50,2019-05-15 11:38:24
5627c847-b50f-486a-ac01-fec29c5ee5b3,44,2019-05-15 22:28:34
c228799f-a20c-41c0-99f7-cbece2d77d88,45,2019-05-16 12:57:54
bc4f07d7-a707-419f-b6aa-a83a61cadf75,35,2019-05-17 05:05:41
92690d8f-94db-4af8-9959-64367e388883,87,2019-05-17 10:57:36
c11a9aee-95eb-4863-8146-c4c3956d8a02,9,2019-05-18 12:58:17
fbe7b364-b056-4a93-ab4a-1470077e9a4e,29,2019-05-18 19:15:20
96713f89-fc21-4107-a8c3-bb42d0f5ffd4,69,2019-05-21 08:57:18
d4cb66b0-3894-4e30-98f9-987309d01b65,76,2019-05-21 11:29:48
b3a39b62-bbd1-46e0-8222-71bd9465fab5,64,2019-05-22 22:34:06
385fc5c2-299a-4f44-b79b-df22fc623278,58,2019-05-23 11:56:22
ad49f441-1695-4a70-bb60-8c7cce0b4008,11,2019-05-23 13:35:11
aad1874b-28a0-42b3-962e-6f3aed662d9d,29,2019-05-23 15:53:15
fe2c931c-4973-4c30-aec6-300aab577f02,57,2019-05-24 14:17:46
65e4d7d5-5ccc-4fcf-8d36-1e617f16cb0a,67,2019-05-25 09:20:41
db3be399-62e2-411d-9724-38550a02d53d,79,2019-05-25 21:02:38
bc4f07d7-a707-419f-b6aa-a83a61cadf75,34,2019-05-26 21:56:04
a7221354-1cf2-474b-b0ec-c5d62aff2429,5,2019-05-27 03:33:52
43b5898e-2898-4586-8366-7aeb34e951fa,33,2019-05-28 14:25:54
80108da1-eb03-467a-a297-b44f5724f9cb,75,2019-05-30 15:19:53
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,48,2019-05-31 01:48:40
fdd1ed13-4e10-4bae-8344-63501c51222f,49,2019-05-31 10:11:08
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,23,2019-05-31 11:28:56
3ef77314-f52a-4c5d-9452-ce947222bb59,4,2019-06-01 21:22:13
0ebca960-337a-4ebd-be49-b7b427825840,91,2019-06-02 10:22:46
4c2047c8-c231-4699-95a4-dae918e96087,14,2019-06-02 19:58:01
80108da1-eb03-467a-a297-b44f5724f9cb,13,2019-06-03 07:08:58
385fc5c2-299a-4f44-b79b-df22fc623278,71,2019-06-03 15:06:39
e7f570bf-a190-47fe-9466-7711669513d1,69,2019-06-03 20:33:56
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,77,2019-06-04 01:14:14
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,54,2019-06-05 21:48:00
666e4f2f-ac77-416f-8932-b219ab61eeea,92,2019-06-06 08:12:41
fdd1ed13-4e10-4bae-8344-63501c51222f,75,2019-06-06 19:04:23
cfe1b2b8-cf3a-4e7b-b211-6dccc4ba08ee,76,2019-06-06 19:13:19
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,100,2019-06-06 23:46:06
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,50,2019-06-07 15:35:54
9a21fc18-adc4-4822-a104-3b791c7054cd,68,2019-06-07 16:11:40
c11a9aee-95eb-4863-8146-c4c3956d8a02,50,2019-06-08 03:45:58
7dfbd71b-a880-41b5-8549-8deb07374988,50,2019-06-08 07:31:59
7dfde3d5-cbcc-4ee9-a20f-21aeb4040bd1,72,2019-06-08 19:19:54
92690d8f-94db-4af8-9959-64367e388883,4,2019-06-08 23:01:41
7696fa6d-9f61-44e5-b38b-726461631683,76,2019-06-10 00:59:41
e3951e68-19c2-4996-85cf-830d11f5bdfa,29,2019-06-10 01:36:39
b21456e9-eb12-485e-bef1-bcae563e11b4,91,2019-06-10 03:52:04
9976c7d6-4d58-4558-8d78-0c9328b73ae1,56,2019-06-11 16:10:33
5b81f2c0-1925-4e6d-924d-f5323aafb9de,20,2019-06-13 22:54:56
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,84,2019-06-15 03:34:57
e7f570bf-a190-47fe-9466-7711669513d1,26,2019-06-16 11:47:02
5627c847-b50f-486a-ac01-fec29c5ee5b3,37,2019-06-16 12:17:41
7dfbd71b-a880-41b5-8549-8deb07374988,65,2019-06-16 15:37:43
87f66716-d900-49b4-bde4-92bb55b44536,45,2019-06-17 06:36:39
5f775fa4-0d79-4300-8553-e3c17d7d0a0f,59,2019-06-17 09:12:08
8e0b68d2-5449-4991-ad3e-fae5a8734981,23,2019-06-20 01:13:42
9f76499a-2e82-41c6-bbef-8f7c09c9d287,24,2019-06-20 04:18:12
a7568139-0dbb-4627-84d0-9991061374ed,16,2019-06-20 23:27:34
7ba498a7-192f-45b1-9583-6249a8beb5ea,45,2019-06-22 04:37:37
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,85,2019-06-22 20:47:58
a665db39-536c-4c1d-b53b-3b0cb8f678bb,8,2019-06-22 21:18:34
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,65,2019-06-23 21:52:04
551e9c45-3490-49dc-8524-c97c5f2cce4f,66,2019-06-25 20:49:05
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,69,2019-06-26 00:32:56
dc1d4e1e-1e18-4dd2-a5c2-56f2c91f7820,24,2019-06-26 14:19:04
b90a6273-37a4-4082-b0e7-916a7502f225,16,2019-06-26 20:39:43
5f775fa4-0d79-4300-8553-e3c17d7d0a0f,80,2019-06-27 05:40:52
a90ca77c-e839-460d-8047-b5bf1e70f471,82,2019-06-27 18:18:51
806057da-27ca-4726-85f4-528b828c6f8a,32,2019-06-28 00:37:34
9976c7d6-4d58-4558-8d78-0c9328b73ae1,11,2019-06-28 09:42:28
a2d4f53c-f353-4bc0-9640-e3d8203af78e,30,2019-07-01 06:53:02
61b65069-1af1-40fb-8405-669349affd66,84,2019-07-01 07:37:56
a665db39-536c-4c1d-b53b-3b0cb8f678bb,37,2019-07-01 20:44:05
b21456e9-eb12-485e-bef1-bcae563e11b4,89,2019-07-02 13:56:09
4362791f-dea2-41d8-ac56-c80f811a8487,4,2019-07-05 11:56:17
7dfbd71b-a880-41b5-8549-8deb07374988,69,2019-07-05 13:51:09
b76b02ce-f21f-4d42-8ebc-4223dc0980da,26,2019-07-05 17:08:34
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,80,2019-07-06 23:27:27
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,44,2019-07-07 23:43:43
43b5898e-2898-4586-8366-7aeb34e951fa,12,2019-07-08 18:52:48
bc1664e4-83d2-4a93-8bc7-5a353df97d14,75,2019-07-09 00:32:01
a665db39-536c-4c1d-b53b-3b0cb8f678bb,72,2019-07-09 12:35:28
23631745-9811-4e90-8cae-f429c831ee7d,51,2019-07-10 04:12:32
96713f89-fc21-4107-a8c3-bb42d0f5ffd4,23,2019-07-10 10:55:07
ba28c03c-966a-4334-8cae-c426e9d83209,97,2019-07-11 07:14:31
666e4f2f-ac77-416f-8932-b219ab61eeea,76,2019-07-11 10:28:26
b76b02ce-f21f-4d42-8ebc-4223dc0980da,36,2019-07-11 17:28:47
fbe7b364-b056-4a93-ab4a-1470077e9a4e,40,2019-07-11 17:45:49
d5e3fd09-e774-4d97-8a44-9414f02e14cb,21,2019-07-12 05:53:10
23631745-9811-4e90-8cae-f429c831ee7d,8,2019-07-13 04:19:34
38b7aa6c-1235-482a-bca8-956f98c0dca6,98,2019-07-14 01:37:55
db3be399-62e2-411d-9724-38550a02d53d,7,2019-07-14 08:59:41
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,94,2019-07-15 06:56:07
7ba498a7-192f-45b1-9583-6249a8beb5ea,6,2019-07-15 19:57:39
9976c7d6-4d58-4558-8d78-0c9328b73ae1,73,2019-07-16 03:08:21
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,79,2019-07-16 16:12:07
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,85,2019-07-17 14:00:12
7dfbd71b-a880-41b5-8549-8deb07374988,11,2019-07-18 18:04:26
b76b02ce-f21f-4d42-8ebc-4223dc0980da,65,2019-07-19 10:59:58
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,42,2019-07-20 16:00:42
9d61c089-dc5d-4f57-b993-0733195007d4,64,2019-07-23 19:21:27
482520fb-8e69-48f4-8961-3b79e0bd9a44,11,2019-07-24 13:47:23
523cde68-3d52-44ae-8e8d-cfd83ad877ca,2,2019-07-24 21:19:00
551e9c45-3490-49dc-8524-c97c5f2cce4f,96,2019-07-25 01:21:00
482520fb-8e69-48f4-8961-3b79e0bd9a44,60,2019-07-25 07:55:03
e7f570bf-a190-47fe-9466-7711669513d1,6,2019-07-25 10:32:15
7dfde3d5-cbcc-4ee9-a20f-21aeb4040bd1,98,2019-07-26 12:35:57
aad1874b-28a0-42b3-962e-6f3aed662d9d,46,2019-07-27 08:18:45
30c77848-b0ca-4f48-a78c-b8923b8cf895,80,2019-07-28 01:19:07
a2d4f53c-f353-4bc0-9640-e3d8203af78e,85,2019-07-29 02:07:26
9effa928-16c5-4438-ac9f-7ad852f5efa0,39,2019-07-29 10:28:12
16b8b179-48bd-4605-8d86-4ad619270f56,3,2019-07-29 17:10:50
b76b02ce-f21f-4d42-8ebc-4223dc0980da,49,2019-07-29 23:03:59
cb927c97-9025-40bb-a563-f20b644946c3,26,2019-07-30 06:36:17
b76b02ce-f21f-4d42-8ebc-4223dc0980da,88,2019-07-30 11:26:45
9d61c089-dc5d-4f57-b993-0733195007d4,20,2019-07-30 11:27:44
9976c7d6-4d58-4558-8d78-0c9328b73ae1,59,2019-07-31 02:09:33
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,82,2019-08-02 11:39:12
fbe7b364-b056-4a93-ab4a-1470077e9a4e,66,2019-08-02 23:43:02
0d924c07-26cd-4a08-880f-5c0f973db4a0,15,2019-08-04 04:42:25
dc1d4e1e-1e18-4dd2-a5c2-56f2c91f7820,14,2019-08-05 22:48:24
bc1664e4-83d2-4a93-8bc7-5a353df97d14,6,2019-08-06 14:50:28
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,89,2019-08-07 18:10:22
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,43,2019-08-10 22:58:52
7dfbd71b-a880-41b5-8549-8deb07374988,92,2019-08-12 11:02:29
63a02edc-682c-488a-a7ed-98c659b7e6d2,41,2019-08-13 03:40:26
482520fb-8e69-48f4-8961-3b79e0bd9a44,55,2019-08-13 13:53:42
551e9c45-3490-49dc-8524-c97c5f2cce4f,32,2019-08-14 10:40:50
aade9471-0b14-4331-a08c-00208b486af0,22,2019-08-15 03:18:08
5b81f2c0-1925-4e6d-924d-f5323aafb9de,83,2019-08-15 05:14:42
4362791f-dea2-41d8-ac56-c80f811a8487,64,2019-08-16 11:41:18
385fc5c2-299a-4f44-b79b-df22fc623278,83,2019-08-18 19:53:57
806057da-27ca-4726-85f4-528b828c6f8a,39,2019-08-18 23:16:20
e7f570bf-a190-47fe-9466-7711669513d1,11,2019-08-19 05:05:34
a7568139-0dbb-4627-84d0-9991061374ed,46,2019-08-19 19:39:58
23631745-9811-4e90-8cae-f429c831ee7d,100,2019-08-19 22:02:15
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,78,2019-08-20 02:01:58
b30b9e6a-95a5-44f6-bd9b-b89c252c6e3b,75,2019-08-20 08:34:53
9f76499a-2e82-41c6-bbef-8f7c09c9d287,53,2019-08-20 13:30:50
23631745-9811-4e90-8cae-f429c831ee7d,100,2019-08-20 16:08:41
1b317fd3-e9b7-4661-99d7-d7ae42a1e007,45,2019-08-20 19:38:32
551e9c45-3490-49dc-8524-c97c5f2cce4f,35,2019-08-20 21:38:14
9976c7d6-4d58-4558-8d78-0c9328b73ae1,45,2019-08-21 04:03:53
b30b9e6a-95a5-44f6-bd9b-b89c252c6e3b,81,2019-08-21 08:53:30
7696fa6d-9f61-44e5-b38b-726461631683,84,2019-08-21 08:55:11
b30b9e6a-95a5-44f6-bd9b-b89c252c6e3b,17,2019-08-21 10:01:07
db3be399-62e2-411d-9724-38550a02d53d,72,2019-08-22 22:11:15
7dfbd71b-a880-41b5-8549-8deb07374988,47,2019-08-23 02:01:03
cfe1b2b8-cf3a-4e7b-b211-6dccc4ba08ee,40,2019-08-26 03:55:06
a2d4f53c-f353-4bc0-9640-e3d8203af78e,28,2019-08-26 15:14:11
b76b02ce-f21f-4d42-8ebc-4223dc0980da,41,2019-08-30 00:10:03
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,50,2019-08-31 10:45:57
80108da1-eb03-467a-a297-b44f5724f9cb,79,2019-08-31 16:52:57
184e96cf-84ce-40df-93c7-b3a89572e175,18,2019-08-31 19:20:30
385fc5c2-299a-4f44-b79b-df22fc623278,26,2019-09-01 19:18:37
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,27,2019-09-02 04:31:21
7696fa6d-9f61-44e5-b38b-726461631683,63,2019-09-02 09:58:40
5f775fa4-0d79-4300-8553-e3c17d7d0a0f,2,2019-09-02 13:33:05
9effa928-16c5-4438-ac9f-7ad852f5efa0,87,2019-09-04 09:16:33
80108da1-eb03-467a-a297-b44f5724f9cb,9,2019-09-08 18:01:09
7696fa6d-9f61-44e5-b38b-726461631683,76,2019-09-09 13:15:05
9effa928-16c5-4438-ac9f-7ad852f5efa0,2,2019-09-09 17:42:33
b76b02ce-f21f-4d42-8ebc-4223dc0980da,3,2019-09-10 11:49:24
23631745-9811-4e90-8cae-f429c831ee7d,33,2019-09-11 00:33:37
80108da1-eb03-467a-a297-b44f5724f9cb,2,2019-09-12 04:54:30
b3a39b62-bbd1-46e0-8222-71bd9465fab5,31,2019-09-12 19:44:34
e5a558eb-43dd-4aa8-90d4-281d1e9a3c97,27,2019-09-12 23:12:13
